,0,1
0,0.823800851969929,0.3962904054977694
1,0.7321975734863613,0.6062670038095348
2,0.2012473516179064,0.23558737244668082
3,0.9636059603694911,0.6198311067086373
4,0.0036203696423038334,0.9558030240251922
5,0.5563684015775898,0.5299844011331258
6,0.7189450973116892,0.3403982478041431
7,0.36873854303768727,0.8269941937126978
8,0.7820822803629459,0.6140457842450155
9,0.09250327459882368,0.8622747194427637
10,0.44837761396608344,0.13092314309005704
11,0.9376505965242393,0.34193479211341793
12,0.3969735008496389,0.1837237096302511
13,0.5803691372240091,0.8160993976219081
14,0.8616327248179209,0.5479785694741022
15,0.9285244501723502,0.6289942742364852
16,0.1272494517361995,0.5872639297785393
17,0.3052546513575508,0.3772526188400107
18,0.5201419908494184,0.025388518931297233
19,0.18405216799383328,0.3102945110885269
20,0.7107379894379607,0.9659576827861548
21,0.44932311161018823,0.7175012214091271
22,0.954960002603366,0.4062657735386037
23,0.955517250261455,0.8574543390396852
24,0.7712708639333478,0.5436149019761858
25,0.19736362668040353,0.4836902295145443
26,0.3741067173531426,0.6548927802042755
27,0.11164213370125231,0.6988963089732374
28,0.06031491710790604,0.17959885837418987
29,0.6353707766741943,0.5775566510452742
30,0.8317884608902265,0.0324812552063658
31,0.43438981430319645,0.985186300483621
32,0.7625687294583406,0.7788333885610821
33,0.3434321059000469,0.16081415944901367
34,0.9229458394905364,0.5362314476209888
35,0.07221342512398832,0.2915320138195012
36,0.6552026696037022,0.6146911422163778
37,0.4943614667972648,0.6523311078068452
38,0.8319757892303811,0.8056787205264673
39,0.9922162483609975,0.8598842818376955
40,0.6307418083804148,0.741231376429771
41,0.9916084113917246,0.425071843237519
42,0.34666931105078214,0.13682428240667543
43,0.486079134972932,0.5197137782274291
44,0.8287128104984264,0.6169452540404207
45,0.48840888668610616,0.3655185786668369
46,0.9303993914592257,0.09153316833686809
47,0.14030809166635483,0.11004504088584255
48,0.30449271749198237,0.0304973722584303
49,0.9199996241346102,0.9709672978636473
